tw;puntuacion
El mundo se desmorona muy rapido y cuando menos lo pensemos estaremos destrozados n JunioSorprendeme junio2020 coronavirus Covid 19 Anonymous;0
ACTUALIZACION n3 438 personas han muerto en Ecuador por coronavirus 450 de ellas en Manabi;0
porquetendencia El Covid 19 se ha creado para dominar al mundo;0
LDUQ nSegun informacion del cuerpo medico de la U una persona del club dio positivo de Covid 19 n nEn el equipo albo las pruebas se realizaron ayer en el complejo del equipo;0
YA HAY UN CASO nEl Dr Juan Barriga medico de LDUQ confirmo que en club hay una persona con resultado positivo de Covid 19 pero no pertenece ni al cuerpo tecnico ni a la plantilla de jugadores n n LaFrecuenciaDeportiva;0
Internacional Despues de varias semanas fallecio un doctor por Covid 19 en Wuhan China n;0
El COVID 19 no es juego Quedate en casa EvitaElCoronavirus;0
El MunicipioQuito suspendio los Guagua Centros dejo 1200 personas sin trabajo lo que significa 1200 hogares sin ingreso economico en medio de una crisis sanitaria provocada por la pandemia del Covid 19 Cjudicatura LoroHomero SOSGuaguaCentros MoniSandovalRC GissChalaUIO;0
Antes el aforo del transporte publico NO se controlaba y se desbordaba hoy con la NuevaNormalidad dudo se respeten las normas impuestas O sea que el aforo sera as pesar de ser menor igual aglomerado Habra un gran brote de Covid 19 en UIO n Primicias;0
Alto numero de contagios con COVID 19 en la Plaza Santa Elena en Cali llevo a las autoridades a cerrar el lugar por nueve dias n nVia NCValle;0
ACTUALIZACION nEn la provincia de Manabi se registran 2 379 personas contagiadas por coronavirus;0
Ecuador tiene la tasa de mortalidad mas alta de Suramerica por COVID 19;0
Rocio Gamez experta invitada al FacebookLive de este jueves 4 de junio sobre la practica de actividad fisica en tiempos de Covid 19 te cuenta por que debes conectarte Te esperamos;0
Estados Unidos ya no es uno de los paises con mas contagios de Covid 19 Sigan creyendo que no los estan llenando de miedo con esa enfermedad;0
Se puede infectar con SARS CoV2 covid 19 a traves de los alimentos via MinSaludCol n n n n andunal nutricioncelan COLNUD CesarColnud nutriclinicacol NUYA Nutricion;0
La VERDAD detras del Asesinato de GeorgeFloy Lo cierto es que nadie esta hablando ya de OBAMAGATE que prometia convertirse en un gran escandalo nAhora el gran montaje es Actor Benjamin Ray Bailey uniformes falsos ambulancia sin personal medico coronavirus Covid 19;0
Las cifras de Contagio y Muertes por Covid 19 son desalentadores confio que no se les de por Armar protestas me medio de esta PANDEMIA con mas de 30mil contagios y cerca de Mil Muertes por Coronavirus nSeamos Responsables con la Vida de los Ciudadanos n CDJuven n IvanDuque;0
Ecuador saludmental Los cambios sociales en tiempo de COVID 19 Volver con nuevas cicatrices en el alma comprender a quienes vuelven con codicia y furia es el nuevo paradigma;0
ACTUALIZACION nEn la provincia de Manabi se registran 2 379 personas contagiadas por coronavirus;0
Duran Segun el ultimo informe del Gobierno Nacional la ciudad registra 695 casos de COVID 19;0
Covid 19 provoco el cierre definitivo de 80 000 negocios formales en Colombia dice Fenalco elPaiscali;0
De nuevo con la pseudociencia ahora es la ivermectina que ya se esta promocionando en Ecuador se basa en los resultados de un preprint con datos de procedencia dudosa y analisis estadisticos mal hechos AlertaPseudociencia CientificasEC n n;0
Presidencia Ec Lenin WilsonCanizares PedroPabloDuart ComunicacionEc caanmichelena juanseroldan INFORMATE n ELCORONAVIRUSESLETAL n n DONDE TE PEGUE EL COVID 19 FREGADO PANA;0
Segun el informe de la Coordinacion de Salud en la Zona 6 existen 1 375 casos positivos de COVID 19 Azuay tiene 900 contagios Can ar 344 y Morona Santiago 131 Noticias NoticiasUnsion coronavirusecuador Ecuador UnidosPodemos Azuay Cuenca saludcz6oficial;0
Un caso de covid 19 en Liga de Quito GSports;0
DR JUAN BARRIGA CONFIRMO UN CASO POSITIVO DE COVID 19 EN LDU Q n n RevistaWinner n RevistaWinnerEc n n;0
ACTUALIZACION En ultimas 24 horas se informa sobre 110 personas fallecidas n n 3 438 con confirmacion de Covid 19 44 nuevos n n 2 201 de quienes se sospecha sea el coronavirus 66 nuevos n nTasa de mortalidad x cada 100k hab 19 6 es calculada solo sobre casos confirmados;0
DR JUAN BARRIGA CONFIRMO UN CASO POSITIVO DE COVID 19 EN LDU Q n n RevistaWinner n RevistaWinnerEc n n;0
ACTUALIZACION n Ecuador registra 40 414 casos positivos y 3 438 fallecidos por COVID 19;0
Vuelve y juega ClaudiaLopez la incoherente alcaldesa del partido comunista Alianza Verde con los habitantes de la Capital quien por la noche suen a con ilegales y absurdas medidas contra el Covid 19 lo convierte en Decreto y le toca otra vez revesarse Y la ciudad de mal en peor;0
Ecuador registra 40 414 casos de covid 19 a nivel nacional es decir 420 nuevos contagios en las ultimas 24 horas n nAqui el informe n n103 7 FM;0
Galeria Santa Elena que genera ingresos por 150 mil millones mensuales cerrara por Covid 19 elPaiscali;0
Segun el informe de la situacion nacional por el COVID 19 existen 40 414 casos positivos 3 438 personas han fallecido por la enfermedad y por sospecha 2 201 Noticias NoticiasUnsion coronavirusecuador Ecuador UnidosPodemos Salud Ec Riesgos Ec MinGobiernoEc;0
El proximo lunes 8 de junio el Frente Unitario de Trabajadores retoma las manifestaciones en contra de leyes acuerdos y decretos emitidos por el gobierno nacional como parte de las acciones economicas por la pandemia del COVID 19;0
teleamazonasec Que fue que no investigan al gobierno de los contratos con sobreprecio para la emergencia Covid 19 lo de los alcaldes y prefectos es pelo de cochino comparado con los robos en hospitales publicos del gobierno;0
Asma y COVID 19;0
No solo los cristianos son perseguidos en Pakistan sino que la comunidad carece de medios para subsistir Los fieles no pueden apoyar plenamente a sus sacerdotes y la situacion es peor desde el brote de COVID 19 ACN esta apoyando a los religiosos que trabajan en Lahore;0
Santander Lo preocupante es que no se como me pude contagiar yo salia a ganarme el pan como ustedes todos los dias con tapabocas Esto lo que explica es que el virus ya esta sen alo el joven con Covid 19 en Barbosa Santander n gt;0
ATENCION n n Luego de dar positivo por COVID 19 JuanCazares es sancionado por la Fiscalia de Brasil por polemico asunto;0
Cuestionable La publicacion de Facebook detalla que el hallazgo supuestamente surgio despues de analizar los ojos de diez personas que fallecieron por coronavirus pero la afirmacion sobre el origen de las muestras es erronea NoComaCuento n;0
finanzaspersonales dinero Ecuador Lecciones que deja crisis por COVID 19;0
El jugador ecuatoriano del Atletico Mineiro que dio positivo por Covid 19 fue denunciado por organizar reiteradas fiestas en su casa n;0
Juan Barriga jefe del departamento medico de Liga de Quito confirmo la existencia de un caso positivo por covid 19 tras las pruebas realizadas el 1 de junio del 2020 en el estadio Rodrigo Paz Delgado n n;0
Chimborazo Infografia emergencia sanitaria por COVID 19 en la provincia con corte 12 20 del martes 02 de junio de 2020 n nDatos proporcionados por los Distritos de Salud y del Sistema Nacional VIEPI n n NosCuidamosTodos;0
gorka orive pitiklinov Le agradezco por compartirnos esta informacion y por lo que leo en ella en Guayaquil es inevitable una segunda ola de contagios con COVID 19;0
EcuatorianosEx nJuan Cazares multado con 25 000 por organizar una fiesta en su domicilio durante el periodo de cuarentena n nSegun la prensa brasilen a serian 3 fiestas las que organizo Cazares dio positivo de Covid 19 dias despues de la fiesta;0
Espera sancion Juan Cazares quien recientemente dio positivo por covid 19 en el Atletico Mineiro habria organizado al menos 3 fiestas en su casa el ultimo mes pasando por alto la prohibicion del estado de evitar las aglomeraciones;0
El medico cuya piel se oscurecio tras contraer COVID 19 murio en China gt;0
El futbolista ecuatoriano tendra que superar el virus y pagar una fuerte multa Detalles de la celebracion que violo la cuarentena y donde se contagio Cazares con Covid 19;0
ANALISIS El covid 19 golpeo a una justicia debilitada Compartimos la columna de nuestro editor de Seguridad Geovanny Tipanluisa;0
La radiacion solar ultravioleta UV y la densidad de poblacion afectan a los contagios de la COVID 19 segun un estudio del Hospital Clinic IDIBAPS en Barcelona n;0
Atencion Informe oficial de casos de Covid 19 en el pais n n 4000 pacientes recuperados n 4620 alta hospitalaria n 11399 alta epidemiologica n 52937 casos descartados n 40414 casos confirmados n 3438 fallecidas;0
COVID 19 ECUADOR Ascienden a 40 414 los contagiados y 5 639 fallecidos entre confirmados y probables n n 4 000 pacientes recuperados n 524 hospitalizados estables n 252 hospitalizados con pronostico reservado n n SucreEnLaNoticia;0
fcarrilloflorez PGN COL Sen or Procurador esto sucede en AlcaldiaBGA donde hacen caso omiso a los derechos fundamentales Que la excusa de la Covid 19 no nos quite el derecha constitucional hacer control politico y control social JCardenasRey;0
En Ciudadela 450 An os el barrio con mas casos de covid 19 en Valledupar tienen dudas n n;0
Sospechosos de COVID 19 evitan hacerse pruebas diagnosticas en el Valle a traves de rcnradio;0
EN VIVO Hay preocupacion por un posible brote de Covid 19 entre varios trabajadores del Barcelona n ElDiarioDeLaTitular nFacebook nYouTube;0
Mas fallecidos en Italia en medio de su desconfinamiento;0
AlcaldiaDeCali dio inicio al cierre de la galeria de Santa Elena por nueve dias debido al alto numero de contagios de la COVID 19 que llega a los 200 casos;0
WQNoticias Juan Barriga jefe del departamento medico de Liga de Quito confirmo la existencia de un caso positivo por covid 19 tras las pruebas realizadas el 1 de junio del 2020 en el estadio Rodrigo Paz Delgado;0
EN VIVO Hoy se confirmo que 41 personas que acudieron al partido entre Liverpool y el Atletico de Madrid en el marco de la Champions League murieron por Covid 19 ElDiarioDeLaTitular nFacebook nYouTube;0
PRIMER ADELANTO Conoce la situacion real de los cuerpos que no encajan para el Estado colombiano en una crisis social como la que trajo el COVID 19 n nEspera la verdad n n HablemosDeEugenesia;0
Charlie sl73 Si es que se acabaron por obra y gracia de la pandemia las otras patologias Ha nacido el Cartel del COVID 19;0
Atencion Ecuador nEl corte de datos del numero de personas contagiadas con COVID 19 en el pais a la fecha de hoy martes 2 de junio de 2020 es de 40414 casos confirmados y 3438 personas fallecidas;0
ATENCION Ecuador reporta 40 414 casos confirmados de coronavirus y 5 639 muertos entre confirmados y probables de Covid 19 Ecuador coronavirusec n;0
HOY INFORME CASOS COVID 19 n nFecha 02 de Junio 2020 nHora 11h00 am n n 40414 casos confirmados n 52937 casos descartados n 4000 personas recuperadas n 3438 personas fallecidas por COVID 19 n 4620 personas con alta hospitalaria n n LDMnoticias lodelmomentoLojaLDM;0
Situacion Nacional del Covid 19 n 40414 Casos positivos n 52937 Casos descartados n 3438 Personas fallecidas n 4000 Casos recuperados n 4620 Altas hospitalarias n 11399 Altas epidemiologicas n La provincia de Manabi tiene 2379 casos confirmados;0
Liga de Quito confirmo un caso positivo de covid 19 tras las pruebas realizadas en el estadio Rodrigo Paz;0
farb007 Yo creo que es lo segundo ahora absolutamente todo el mundo se muere de Covid 19;0
Lenin Y ahora que quiere que le felicite cuando publique su TW con la noticia Ecuador es el primer pais de Sudamerica en dar de alta al ultimo paciente de Covid 19 solo ahi seria de felicitarles que pesimo presidente solo piensa en la economia y no en la salud de los Ecuatorianos;0
OtraMiradaHoyNacional Gremios y organizaciones de la salud enviaron un documento dirigido al presidente Ivan Duque en el que aseguran que el Gobierno no les ha cumplido los alivios prometidos para hacer frente al Covid 19;0
el eufemismo de la cirugia mayor a la corrupcion no llego ni de lejos a ser una intervencion de primeros auxilios Tanto asi que en plena pandemia del covid 19 se destapo la propagacion del virus de la corrupcion en el sistema de salud;0
MetroNoticias CifrasCoronavirus n Ademas se registran 3 438 fallecidos por COVID 19 y 2 201 fallecidos probables por la enfermedad;0
EcuatorianosEnElExterior JuanCazares que esta aislado tras dar positivo de covid 19 sera multado por organizar fiesta en plena cuarentena en Brasil;0
Funerarias investigadas por presuntos cobros irregulares en servicios a victimas de Covid 19;0
RentaBasicaYa Coronavirus Esta pandemia nos ha convertido en casi esclavas como covid 19 puso en evidencia la situacion de las empleadas domesticas en America Latina y cual es el unico pais que las ayuda n n;0
Bendita Cali Palmira El Dovio Cartago y Buenaventura Mas de 10 nin os han muerto de hambre en el Valle a causa del Covid 19;0
EN RESUMEN Hasta el 2 de junio Ecuador registra 40 414 casos de Covid 19 y 3 438 fallecidos Las cifras oficiales tambien indican que hay 16 181 pacientes en aislamiento domiciliario y 252 personas hospitalizadas con pronostico reservado;0
A un dia de que Quito cambie de color del semaforo la ciudad registra 40 nuevos pacientes con Covid 19 entre el 1 y 2 de junio;0
ENTERATE n n Medico de LDUQ comparte resultados de pruebas de COVID 19 y critica a Emelec por adelantarse en reiniciar practicas ENTREVISTA;0
Los contagios por Covid 19 se dispararan luego de esa semana;0
127 periodistas han fallecido alrededor del mundo a causa del Covid 19 Ecuador registra 12 decesos n n;0
Ecuador registra 3438 muertos por coronavirus y 2201 fallecidos probables por COVID 19 gt;0
HRW Venezuela tiene alto riesgo de propagacion del covid 19 por crisis en hospitales;0
El COVID 19 nos tiene en apuros y las compras en linea demoradas unos de la peores para la entrega son los de Falabella co Decepcion total y varias veces;0
futbolbohemio CSEmelec los gimnasios los chongos tambien tienen derechos Vayan y participen el la liga alemana si tantas ganas tienen de jugar nEn el estadio de BarcelonaSC se propago el Covid 19 y lo exportaron al resto del pais y no APRENDEN nO NO mariapaularomo AlfaroMoreno alcaldiagye;0
No es posible que en tiempos tan dificiles para el mundo y nuestro pais se utilice la pandemia del Covid 19 para hacer negocios turbios y llenarse los bolsillo Esto es inaceptable Y deber ser castigado con todo el peso de la ley CorrupcionPrefectoMorales;0
ATENCION La cifra de fallecidos ya contabiliza 3 438 casos por Covid 19 y 2 201 fallecidos probables a causa de coronavirus;0
Ay Covid 19 como estas alterando la vida de las personas mental y materialmente;0
AlvaroUribeVel Ay virgen santisima si vio q en Brasil por esas ideotas hay 15 jugadores de futbol positivos para covid 19 Pan y circo a costa de la salud y las vidas de otros no;0
Todos los adultos mayores de una residencia en Pillaro dieron positivo para COVID 19 n n;0
Por que no se estan dejando realizar las pruebas de covid 19 en Barranquilla No entiendo me perdi;0
Me llegan noticias de que hay infectados de Covid 19 en la carcel Villahermosa de Cali patio 8 Estara contento el Gobierno con el decreto 546 para una infima minoria de personas privadas de libertad;0
EL PANGOLIN ES EL CULPABLE nCOVID 19 un nuevo estudio apunta al pangolin como el animal que contagio a los humanos Infobae;0
ATENCION Hasta el 2 de junio Ecuador registra 40 414 casos de Covid 19;0
AHORA En BuenosDiasAmerica nos acompan o VictorSeco hidalgo seco Investigador en Biologia Celular y Molecular UIDE para hablar Formas de contagio Covid 19 por 104 5 FM y miranos por OnaJorge RamiroDiaz64 longogalo;0
Quito Salud Ec presenta las cifras del Covid 19 2 de junio 2020 n 118 574 muestras tomadas n 40 414 casos confirmados n 3 438 personas fallecidas 2 201 probables n 4 620 con alta hospitalaria n Guayas 14 128 casos n Pichincha 4 087 n Manabi 2 379;0
Coronavirus Segun la opsoms levantar las restricciones del confinamiento significa un grave riesgo de aumento de contagios de COVID 19 en America Latina;0
PublicaNoticias El sector exportador ecuatoriano registra n13 mil millones de dolares en perdidas por la pandemia del Covid 19 n nEscuchenos en 105 3FM y;0
Los primeros pacientes con alta hospitalaria dejaron el Centro de Atencion Temporal Quito Solidario luego de vencer al COVID 19 Juntos superaremos esta pandemia DisciplinaParaVolver ConMedidasSalvamosVidas;0
CNIGpresente n nEste martes la Secretaria Tecnica del Consejo Nacional para la Igualdad de Genero Nelly Jacome Villalva participo en el webinario Covid 19 en la vida de las mujeres perspectivas y propuestas desde la CIMOEA n nLee la noticia en;0
Me han pedido una semblanza de Correa Tenganla estimados televidentes y n correa RevolucionCiudadana YoMeQuedoEnCasa Covid 19 marcelodotti enfoketv loqueyopienso n via YouTube;0
En Neiva murio un sacerdote de causa diferente a Covid 19 el centro medico estaba empen ado en hacer pasar su muerte por esta causa He escuchado historias similares en otras regiones del pais n n Se volvio negocio el Covid 19 hay alguna remuneracion por esta causa de muerte;0
Los primeros pacientes con alta hospitalaria dejaron el Centro de Atencion Temporal Quito Solidario luego de vencer al COVID 19 Juntos superaremos esta pandemia DisciplinaParaVolver ConMedidasSalvamosVidas;0
ConversatorioUCuenca nPresentaremos los diferentes puntos de vista en relacion a los efectos Covid 19 sobre la privacidad en temas de geolocalizacion nFecha jueves 04 de junio de 11 00 a 12 00 nInscripciones rosario achig ucuenca edu ec;0
Juan Cazares es noticia en Brasil luego de que se revelara que el ecuatoriano organizo una fiesta en su casa antes de conocer el resultado positivo de la prueba de COVID 19 que le realizo Atletico Mineiro La;0
misjuijus LuisFer83857576 GustavoBolivar Melania la Hopkins ya analizo el aumento de muertes a raiz de las manifestaciones Que se contagie un manifestante es lo de menos Que le quite la atencion medica a alguien que le llevaron el Covid 19 a su casa es lo inhumano;0
Registraduria Preocupante q se reactive el servicio algo q no tiene justificacion alguna mi pregunta es quien respondera por los funcionarios y usuarios q lleguen a resultar contagiados de Covid 19 sobre quien recae la responsabilidad;0
Este martes se firmo el pacto de intervencion de la Galeria Santa Elena la cual fue detectada como un foco de contagio de coronavirus Covid 19 en la ciudad de Cali y por esto estara cerrada por 9 dias inicialmente;0
Colo Raue PedritoExtranja Por que No te parece bueno que haya un medicamento que te ayude a palear los fuertes sintomas y a curarte en menos tiempo de la COVID 19;0
Maestros en Colombia suspenderan clases virtuales en medio de crisis por COVID 19;0
CMILANOTICIA Lamentable la inseguridad en este pais nCada dia hay mas delincuencia nAhora les dan casa por carcel para que no les de el covid 19 nPero a estos delincuentes no les importa quitarle la vida a las personas que trabajan para llevar el sustento a sus familias;0
Las areas mas afectadas al interior de las compan ias por el covid 19 n n Un estudio elaborado por PageGroup muestra las preocupaciones de lideres empresariales de Colombia y Latinoamerica por los efectos del coronavirus;0
COVID19 Mas de 127 periodistas fallecieron por el covid 19 en 31 paises en tres meses segun la asociacion independiente de reporteros Press Emblem Campaign PEC con sede en Ginebra n;0
Hace un mes que tomaron muestras de Covid 19 en la carcel de Villavicencio las ultimas que hicieron alla a hoy no han llegado resultados o los estan ocultando No han vuelto a dar reportes de la carcel INPEC Colombia MinSaludCol harmanfelipe VillavoSalud SaludMeta;0
epssura comfenalcovalle CoomevaSaludEPS EPS Famisanar Supersalud que posibilidad hay que si una persona muere de alguna enfermedad las EPS no cremen la persona y luego le digan al familiar que murio de covid 19;0
Datos de la Unesco indican que aun el 70 de los estudiantes nivel internacional siguen afectados por el cierre de las instituciones debido a la covid 19;0
Ministro de Salud dice que Quito vive pico de atenciones por covid 19 no de contagios El Comercio Ecuador Hablemosdealgo;0
QuedateEnCasa El alto indice de contagiados de COVID 19 en Cali no es el unico problema que aqueja a la ciudad El denominado Rebrote de la violencia tiene en ascuas a las autoridades n;0
El canton Pastaza esta en semaforo amarillo y probablemente en un mes en verde y las nacionalidades indigenas siguen en rojo en el completo abandono Covid 19;0
QuedateEnCasa La radiacion solar ultravioleta UV y la densidad de poblacion afectan a los contagios de la COVID 19 segun un estudio del Hospital Clinic IDIBAPS en Barcelona n;0
NoticiasUno NoticiasRCN Noticiascaracol n BluradioCo Sen ores Periodistas de los muertos reportados por Covid 19 cuales son verdaderas Por favor investiguen a las EPS que esta pasando realmente porque hoy en dia todos los que mueren son por Covid 19 Algo huele mal;0
ATENCION Covid 19 podria propagarse aun mas en EEUU por protestas en Minneapolis n 2Jun FelizMartes Covid19 Minneapolis EEUU GeorgeFloyd;0
Extendamos la mano para ayudar no para quitar Covid 19 Caridad Amor;0
Medico de Wuhan primer fallecido por Covid 19 en China tras varias semanas;0
QuedateEnCasa Asi esta el Panorama Nacional del Covid 19 en el pais de acuerdo al ultimo informe entregado por MinSaludCol;0
Regiones De los cinco integrantes de una familia en Malambo cuatro fallecieron La madre es la unica que vive pero esta en cuidados intensivos por Covid 19 n;0
ClaudiaLopez HOLLMANMORRIS INMIGRACIONCOL venezolanos deben salir de Colombia facilitar transporte estan pagando pasaje no pueden retener violan derechos de extranjeros Que salgan sin retorno No hay mas cabida por COVID 19 Venezuela pais de origen;0
Se supone que ni los directivos de La Liga se enteraron de los positivos al interior de la escuadra cule;0
Covid19DH Prohibicion de reuniones de mas de ocho personas en Hong Kong Mas en;0
PRUDENCIA VIAJEROS PARA TOMARLO MUY EN CUENTA COVID 19 lista de los aeropuertos con mas riesgo de contagio en el Mundo;0
Fallecio el medico de Wuhan contagiado de covid 19 cuya piel se oscurecio n n;0
Alcalde de Barranquilla Jaime Pumarejo manifiesta que tiene identificados a los lideres de Siape barrio donde se negaron a realizarse los examenes del Covid 19;0
Lenin Por favor en el pais las personas aumentan contaminados y mueren por cantidades industriales por covid 19 y uds salen con estas noticias la unica explicacion es q lo hacen para q fugen las ratas escondidas de su gobierno porq el barco se les hunde;0
Cierran CamaraColombia rama judicial a media marcha asesinatos de lideres sociales todos los dias Pte IvanDuque encarretado con su labor de gerente del Covid 19 y presentador de noticias y gabinete hacen ofertas como directores Ong y entre tanto el pais se derrumba;0
A Guayaquil la estan salvando los empresarios entre ellos Baqueiba LassoGuillermo Maria Gloria Alarcon Banco de Alimentos Pero Uds no estan preparados para aceptar eso nUn ejemplo para imitar Guayaquil vencio el COVID 19;0
Asesinato de lideres sociales deforestacion destruccion de ecosistemas y en general los delitos contra TODAS las formas de vida continuan en medio del Covid 19 n nCon su firma apoye UnLlamadoPorLaVida y pidamos al Gobierno y autoridades ACCIONES YA n;0
jamacano75 Esto como consecuencia del efecto temporal que genera en la economia mundial la incertidumbre por el virus Covid 19 o comunmente llamado Coronavirus PorvenirTeResponde;0
El COVID 19 avanza en America entre la alarmante alza de casos y la rin a EE UU China;0
Jair Bolsonaro ante nuevo record de muertes por Covid 19 en Brasil Es el destino de todo el mundo;0
YoSoySora NoticiasCaracol Se reinvento Es efecto COVID 19;0
JaimeChincha Minsa Peru Estimado Jaime el distrito de Castilla Piura uno de los mas afectados a nivel nacional por el Covid 19 lleva poco menos de 48 horas sin agua potable porque EPS GRAU corto el servicio sin avisarnos previamente Ayudanos por favor denunciando este atropello contra la salud;0
Ahora ademas de cuidarme de tocar superficies y gente para evitar el Covid 19 debo evitar estar cerca de gente frotando sus guantes de latex tocando por todos lados malditos les da por tocarse hasta el culo cuando se ponen guantes de latex;0
En el allanamiento al domicilio del expresidebte Bucaram se encontraron cajas con insumos medicos alrededor de 5 000 mascarillas y 2 000 tests de pruebas rapidas para Covid 19 y una pistola con varias cajas de municiones cuya tenencia legal no pudo justificar SomosTuVozTv;0
HNO3666 eluniversocom Y las pruebas del covid 19 mascarillas y otros insumos medicos q dijo la FiscaliaEcuador DianaSalazarM2 que son igual a las q estaban en las bodegas del Hospital Teodoro Maldonado Carbo como hablamos;0
Bill Gates teme que desinformacion disuada a las personas de vacunarse contra la COVID 19;0
Los adoctrinadores de Fecode no se conforman con contagiar a los jovenes con su odio ahora tambien pretenden extender el contagio del Covid 19;0
Iran reporta 3 574 nuevos casos diarios de covid 19;0
Por emergencia del covid 19 semana laboral podra ser de cuatro dias n nA traves del decreto 770 de 2020 el Gobierno establecio una serie de medidas en materia laboral Aqui le contamos;0
ActualidadDH Fallecidos en Colombia por COVID 19 suman 1 045 Mas en;0
1 1 LaVerdad Alegacion el sistema politico chino es la raiz del problema n n Realidad Verificada el virus no distingue ideologia o sistema social El PCCh y el gobierno chino han jugado un papel decisivo al liderar al pueblo chino en la exitosa lucha contra Covid 19;0
PizarroMariaJo ColombiaHumana MovimientoMAIS Da ganas de ponerse a llorar que porque la nin eria y rebeldia sin causa de algunos representantes gente humilde que tuvieron que ir al congreso por su capricho hayan terminado contagiados;0
Mi presidente eterno tiene mas investigaciones que la vacuna del Covid 19;0
Mientras Cuba ha enviado medicos a 22 paises de Nuestra America para combatir la Covid 19 el gobierno de realDonaldTrump envia militares a Colombia y moviliza al ejercito para reprimir a su propio pueblo;0
Ministerio de Sanidad confirmo las cifras de las ultimas 24 horas Fallecidos ascienden a 27 133;0
ACTUALIDAD Estas son las compan ias y personas que habrian participado en el supuesto cometimiento del delito de peculado durante la emergencia sanitaria por COVID 19;0
El COVID 19 necesita medidas de bioseguridad para evitarse su contagio El MEN en cabeza de la ministra delego toda la responsabilidad a las secretarias de educacion que estan quebradas Una sentencias de muerte para docentes y padres de la 3 edad DuqueEscucheALosMaestros;0
AlertaArcsa Compan ia israeli MIGAL RESEARCH INSTITUTE alerta sobre la circulacion de una vacuna fraudulenta para prevenir el Covid 19 que utiliza su nombre y logotipo en Sudamerica n nConozca mas aqui;0
George Floyd dio positivo para COVID 19 semanas antes de morir revelo autopsia;0
MELENDEZ VS OCHOA nAmbos piden comisiones investigadoras nosotros decimos que esta bien pero seria mejor y de justicia que se investigue desde que entro el primer sol de canon petrolero a Loreto nMira el video completo Aqui n n COVID 19 n ViveIquitos;0
Luego de que se declarara la cuarentena total en la Camara de Representantes se confirmaron dos nuevos casos positivos de coronavirus SemanaNoticias n nAmpliacion;0
Preocupante cifra entrega el INSColombia para Cali Por primera vez desde que se inicio el contagio de COVID 19 alcanzamos un reporte de 8 muertos dia nEs necesario que tomemos conciencia y sobre todo precauciones La autoproteccion nuestra y de nuestros seres queridos es vital;0
Que man ana amanezcamos con mas posibilidades de la vacuna para el COVID 19 y no con un caso de corrupcion mas;0
ATENCION Autopsia revela que GeorgeFloyd dio positivo para COVID19 semanas antes de morir;0
cuales son las fuentes de financiacion y como ha sido la desercion de estudiantes generadas por el Covid 19;0
Cuando parecia que el mundo quedaba pequen o y desaparecian las fronteras aparece el terror nEl Covid 19 pone a la globalizacion contra la pared nArticulo recomendado n via primicias;0
37 agentes de transito de Cali en aislamiento por caso positivo de Covid 19 en esa institucion n;0
Que pasa con el gobierno desesperado grito de enfermera en Quibdo ante falta de insumos para el COVID 19;0
A despertarse Abdala El expresidente ha sido detenido tras encontraste en su poder un arma de fuego Entre otras evidencias en su casa se encontro decenas de cajas de mascarillas y pruebas rapidas para Covid 19;0
Coronavirus Las ciudades con mayores indices de contaminacion han presentado mas casos de COVID 19;0
El grito de auxilio de los indigenas del Amazonas para detener la mineria y el COVID 19;0
Nacionales El Distrito Metropolitano de Quito registra 3 842 casos de Covid 19 y hasta el momento 305 fallecidos La parroquia donde mas casos se registran es Chillogallo con 282 despues le sigue Guamani con 255 y BelisarioQuevedo con 253;0
Inmigrantes agricultores trabajan cada dia con el temor de infectarse y llevar el virus del COVID 19 a casa nleer mas en;0
la cual se agrava en el marco del aislamiento por Covid 19 nLa administracion presenta lineas y rutas de atencion es necesario revisar en que estamos fallando buscar mayor articulacion con las autoridades para prevenir hechos lamentables Indico ALEXAHERNANDEZC;0
la cual se agrava en el marco del aislamiento por Covid 19 nLa administracion presenta lineas y rutas de atencion es necesario revisar en que estamos fallando buscar mayor articulacion con las autoridades para prevenir hechos lamentables Indico ALEXAHERNANDEZC;0
Denuncian demora para levantar cuerpos de personas con sospecha de COVID 19 que murieron en casas de Cartagena;0
Bill Gates teme que la desinformacion disuada de vacunarse contra el COVID 19;0
LDU reporta un caso de Covid 19 nJuan Barriga medico albo confirmo la noticia sin embargo aseguro que no se trata de los jugadores ni del cuerpo tecnico No se revelo el nombre del contagiado n QuedateEnCasa;0
Se confirma que militares introdujeron COVID 19 al Guaviare contagiando ademas a comunidades indigenas lamentable que el Mindefensa no proteja la salud de las comunidades que han hecho grandes esfuerzos durante la cuarentena;0
ATENCION nComunidades campesinas del Catatumbo denuncian que miembros de FFMM no cumplen ninguna medida de bioseguridad poniendo en potencial riesgo de contagio por COVID 19 a la poblacion de esta vulnerable region;0
Alertan por acumulacion de muertos por COVID 19 en Cartagena;0
Internacionales Las comunidades indigenas de Bolivia especialmente las que estan cercanas a las regiones de Santa Cruz y Beni son las mas golpeadas por el Covid 19 en estas ya se han reportado muertos y el ascenso potencial de contagios;0
Ecuador nLos ciudadanos fueron detenidos en su vivienda en la provincia de SantaElena donde se encontraron otros 200 000 y tres autos de lujo Uno de ellos tiene orden de detencion en EstadosUnidos nMas detalles n n EmergenciaSanitaria Covid 19;0
ATENCION El gerente de la Empresa Publica Metropolitana de Agua Potable y Saneamiento de Quito Guido A tiene orden de prision preventiva por el presunto delito de peculado en la compra de insumos para enfrentar al Covid 19 n;0
